ticker,date,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,delta,option_value_per_bond,option_value_pct
CDP,2024-09-11,29.31,29.8328,22.9592,3.3749,4.011,6.823367,0.685959,228.7199,22.871994
CDP,2024-09-12,29.53,29.8328,25.8153,3.3882,4.0082,7.566593,0.691525,253.6329,25.363294
CDP,2024-09-13,30.1,29.8328,27.0452,3.3471,4.0055,8.194177,0.703154,274.6696,27.466962
CDP,2024-09-16,30.1,29.8328,32.8972,3.3187,3.9973,9.383723,0.706396,314.5433,31.454334
CDP,2024-09-17,30.12,29.8328,37.0354,3.3369,3.9945,10.253924,0.71291,343.7126,34.371257
CDP,2024-09-18,30.61,29.8328,26.2774,3.3673,3.9918,8.403306,0.714352,281.6797,28.167967
CDP,2024-09-19,30.46,29.8328,45.9805,3.3822,3.989,12.325151,0.73491,413.1403,41.314029
CDP,2024-09-20,30.0,29.8328,35.2143,3.375,3.9863,9.798817,0.708688,328.4573,32.845733
CDP,2024-09-23,30.29,29.8328,58.4368,3.3875,3.9781,14.580951,0.761173,488.7549,48.875493
CDP,2024-09-24,30.41,29.8328,28.6686,3.3677,3.9754,8.733811,0.70963,292.7582,29.275823
CDP,2024-09-25,30.68,29.8328,27.4186,3.4011,3.9726,8.68695,0.715801,291.1874,29.118743
CDP,2024-09-26,30.52,29.8328,29.7932,3.441,3.9699,9.077685,0.713653,304.2849,30.428492
CDP,2024-09-27,30.58,29.8328,61.8358,3.407,3.9671,15.427687,0.771718,517.1376,51.713762
CDP,2024-09-30,30.33,29.8328,27.7322,3.4647,3.9589,8.512138,0.70991,285.3277,28.53277
CDP,2024-10-01,30.65,29.8328,28.7165,3.4327,3.9562,8.930264,0.715466,299.3433,29.934335
CDP,2024-10-02,30.96,29.8328,50.4086,3.454,3.9535,13.553292,0.749755,454.3077,45.430771
CDP,2024-10-03,31.18,29.8328,100.3172,3.5161,3.9507,22.111106,0.861511,741.1665,74.116648
